Formula,Thermodynamic stability level
Pt2Se6,3.0
Pt2Ta2Te10,3.0
Pt2Ta4Se14,3.0
Pt2Te2,2.3333333333333335
Pt2Te4,3.0
Pt2Te6,3.0
Pt4I8,3.0
Pt4Tl2S6,3.0
Pt4Tl2Se6,3.0
Pt4Tl2Te6,3.0
PtBr2,1.0
PtCl2,1.3333333333333333
PtF2,2.0
PtH2,1.0
PtH2O2,2.0
PtI2,1.0
PtO2,1.6666666666666667
PtS2,1.6666666666666667
PtSe2,1.6666666666666667
PtTe2,2.0
Rb2Br2,3.0
Rb2Br2F8,3.0
Rb2C2F6O6S2,3.0
Rb2C4,1.0
Rb2Cl2,3.0
Rb2F2,3.0
Rb2I2,3.0
RbI2,2.0
RbS2,1.0
RbSe2,1.0
RbSnS2,2.0
RbTe2,2.0
RbTiS2,2.0
Re2Br2,1.0
Re2Br4,1.0
Re2Br6,2.0
Re2Cl2,1.0
Re2Cl4,1.0
Re2Cl6,2.0
Re2F2,1.5
Re2I2,1.0
Re2I4,1.0
Re2I6,1.0
Re2N2,1.0
Re2O2,1.6666666666666667
Re2O4,3.0
Re2S2,1.0
Re2S4,3.0
Re2Se2,1.0
Re2Se4,3.0
Re2Te2,1.0
Re2Te4,1.0
Re2ZnO8,3.0
Re4O8,3.0
Re4S8,3.0
Re4Se8,3.0
Re4Te8,3.0
Re6Cl2Se8,3.0
ReBr2,1.0
ReCl2,1.0
ReF2,2.0
ReH2,1.0
ReI2,1.0
ReO2,2.0
ReS2,2.0
ReSe2,1.6666666666666667
ReTe2,1.0
Rh2Br2,1.0
Rh2Br2N2,1.0
Rh2Br2O2,3.0
Rh2Br2S2,3.0
Rh2Br2Se2,3.0
Rh2Br4,2.0
Rh2Br6,2.5
Rh2Cl2,1.0
Rh2Cl2N2,1.0
Rh2Cl2O2,3.0
Rh2Cl2S2,3.0
Rh2Cl2Se2,3.0
Rh2Cl2Te2,3.0
Rh2Cl4,2.0
Rh2Cl6,2.5
Rh2F2,2.0
Rh2I2,1.0
Rh2I2N2,1.0
Rh2I2O2,3.0
Rh2I2S2,3.0
Rh2I2Se2,3.0
Rh2I6,2.0
Rh2O2,1.6666666666666667
Rh2O6,1.0
Rh2P2S6,3.0
Rh2P2Se6,3.0
Rh2P2Te6,3.0
Rh2S2,2.4
Rh2S4,2.5
Rh2Se2,2.8
Rh2Se4,2.5
Rh2Ta2Te8,3.0
Rh2Te2,2.6
Rh2Te4,2.5
Rh2Te6,2.0
Rh4S8,3.0
Rh4Se8,3.0
RhBr2,1.3333333333333333
RhCl2,2.0
RhF2,2.0
RhH2,1.0
RhH2O2,2.0
RhI2,1.6666666666666667
RhO2,2.3333333333333335
RhS2,2.0
RhSe2,2.3333333333333335
RhTe2,2.3333333333333335
Ru2Br2,1.0
Ru2Br2N2,1.0
Ru2Br2O2,2.0
Ru2Br2S2,3.0
Ru2Br2Se2,3.0
Ru2Br6,2.5
Ru2Cl2,1.0
Ru2Cl2N2,1.0
Ru2Cl2O2,2.0
Ru2Cl2S2,3.0
Ru2Cl2Se2,3.0
Ru2Cl6,2.5
Ru2F2,1.5
Ru2F8,3.0
Ru2I2,1.0
Ru2I2N2,1.0
Ru2I2O2,2.0
Ru2I2S2,3.0
Ru2I2Se2,3.0
Ru2I6,2.0
Ru2O2,1.6666666666666667
Ru2O4,3.0
Ru2P2S6,3.0
Ru2P2Se6,3.0
Ru2P2Te6,2.0
Ru2S2,2.0
Ru2S4,2.0
Ru2Se2,1.4
Ru2Se4,2.0
Ru2Se6,2.0
Ru2Ta2Te8,3.0
Ru2Te2,1.5
Ru2Te4,2.0
Ru2Te6,2.0
RuBr2,1.6666666666666667
RuCl2,1.6666666666666667
RuCl2O,3.0
RuF2,2.0
RuH2,1.0
RuH2O2,2.0
RuI2,1.0
RuO2,2.0
RuS2,2.0
RuSe2,1.6666666666666667
RuTe2,1.6666666666666667
S2Sb,1.6666666666666667
S2Sb2,1.0
S2Sb2Se,3.0
S2Sb2Te,3.0
S2Si,3.0
S2Si2,1.5
S3Sb2,3.0
S4Sb2,1.0
S8Si4,3.0
SSb2Se2,3.0
SSb2Te2,3.0
Sb2,1.0
Sb2Se2,1.3333333333333333
Sb2Se2Te,3.0
Sb2Se3,3.0
Sb2Se4,1.0
Sb2SeTe2,3.0
Sb2Si6,1.0
Sb2Te2,1.0
Sb2Te3,3.0
Sb2Te4,1.0
Sb4,1.0
SbSe2,1.6666666666666667
SbTe2,1.0
Sc2Br2,2.5
Sc2Br2N2,2.0
Sc2Br2O2,3.0
Sc2Br2S2,3.0
Sc2Br2Se2,3.0
Sc2Br4,3.0
Sc2Br6,3.0
Sc2C,2.0
Sc2CCl2,3.0
Sc2CF2,3.0
Sc2CH2O2,2.0
Sc2CO2,2.0
Sc2Cl2,3.0
Sc2Cl2H2,3.0
Sc2Cl2N,3.0
Sc2Cl2N2,2.0
Sc2Cl2O2,3.0
Sc2Cl2S2,3.0
Sc2Cl2Se2,3.0
Sc2Cl4,3.0
Sc2Cl6,3.0
Sc2F2,2.0
Sc2F2N,3.0
Sc2H2NO2,2.0
Sc2I2,2.5
Sc2I2N2,2.0
Sc2I2O2,3.0
Sc2I2S2,3.0
Sc2I2Se2,3.0
Sc2I6,3.0
Sc2N,2.0
Sc2NO2,2.0
Sc2O13Te5,3.0
Sc2O2,2.0
Sc2O4,2.0
Sc2P2S6,3.0
Sc2P2S8,3.0
Sc2P2Se6,3.0
Sc2P2Te6,3.0
Sc2S2,2.0
Sc2S4,2.0
Sc2S6,3.0
Sc2Se2,2.0
Sc2Se6,3.0
Sc2Te2,2.0
Sc2Te4,2.0
Sc2Te6,3.0
Sc3C2,2.0
Sc3C2F2,3.0
Sc3C2H2O2,2.0
Sc3C2O2,2.0
Sc3F2N2,3.0
Sc3H2N2O2,2.0
Sc3N2,2.0
Sc3N2O2,2.0
Sc4C3,3.0
Sc4C3F2,3.0
Sc4C3H2O2,2.0
Sc4C3O2,2.0
Sc4F2N3,3.0
Sc4H2N3O2,3.0
Sc4I4O4,3.0
Sc4N3,3.0
Sc4N3O2,2.0
Sc4S6,2.0
ScBr2,2.6666666666666665
ScCl2,2.6666666666666665
ScF2,2.0
ScH2,2.0
ScH2O2,2.0
ScI2,2.6666666666666665
ScO2,2.0
ScS2,2.0
ScSe2,2.6666666666666665
ScTe2,2.3333333333333335
Se2Si,3.0
Se2Si2,1.0
Si2,1.0
Si2Te2,1.0
SiTe2,1.0
Sn2,1.0
Sn2Br2,2.0
Sn2Br2N2,2.0
Sn2Br2O2,2.0
Sn2Br2S2,3.0
Sn2Br2Se2,3.0
Sn2C2H6O6P2,3.0
Sn2Cl2,2.0
Sn2Cl2N2,2.0
Sn2Cl2O2,2.0
Sn2Cl2S2,3.0
Sn2Cl2Se2,3.0
Sn2F2,2.0
Sn2F2O6P2,3.0
Sn2H2,1.0
Sn2H2O6P2,3.0
Sn2I2,2.0
Sn2I2N2,1.0
Sn2I2O2,2.0
Sn2I2S2,3.0
Sn2I2Se2,3.0
Sn2O2,2.6666666666666665
Sn2O6P2,2.0
Sn2O8S2,3.0
Sn2P2S6,3.0
Sn2P2Se6,3.0
Sn2P2Te6,1.0
Sn2PS6,3.0
Sn2S2,2.5
Sn2Se2,2.5
Sn2Se4,2.0
Sn2Te2,2.0
Sn2Te4,1.0
Sn6As2,1.0
Sn6N2,1.0
Sn6P2,1.0
Sn6Sb2,1.0
SnBr2,3.0
SnCl2,3.0
SnF2,3.0
SnF4,3.0
SnH2O2,2.0
SnI2,3.0
SnO,2.0
SnO2,2.3333333333333335
SnS,3.0
SnS2,2.6666666666666665
SnSe,3.0
SnSe2,2.6666666666666665
SnTe,3.0
SnTe2,2.3333333333333335
Sr2Br2,2.0
Sr2Br2H2,3.0
Sr2C,1.0
Sr2Cl4O8,2.0
Sr2F2,2.0
Sr2F2I2,3.0
Sr2H8O6,3.0
Sr2I2,2.0
Sr2N,3.0
Sr2O12P4,3.0
SrBr2,2.6666666666666665
SrCl2,2.6666666666666665
SrF2,2.0
SrF2O2,2.0
SrH2O2,3.0
SrH2S2,3.0
SrI2,3.0
SrSe2,2.0
SrTa2O7,2.0
SrTe2,2.0
Ta2BO2,2.0
Ta2BS2,3.0
Ta2BSe2,3.0
Ta2Br2,1.5
Ta2Br2N2,3.0
Ta2Br2O2,2.0
Ta2Br2S2,3.0
Ta2Br2Se2,3.0
Ta2Br4,2.0
Ta2Br6,2.0
Ta2C,1.0
Ta2CF2,2.0
Ta2CH2O2,2.0
Ta2CO2,3.0
Ta2CS2,3.0
Ta2CSe2,3.0
Ta2Cl2,2.0
Ta2Cl2N2,3.0
Ta2Cl2O2,3.0
Ta2Cl2S2,3.0
Ta2Cl2Se2,3.0
Ta2Cl6,3.0
Ta2F2,2.5
Ta2F2N,2.0
Ta2H2NO2,2.0
Ta2I2,1.0
Ta2I2N2,3.0
Ta2I2O2,2.0
Ta2I2S2,3.0
Ta2I2Se2,3.0
Ta2I4,2.0
Ta2I4O2,3.0
Ta2I6,2.5
Ta2N,1.0
Ta2NO2,2.0
Ta2NS2,3.0
Ta2NSe2,3.0
Ta2O2,2.0
Ta2O4,2.0
Ta2O6,2.0
Ta2P2S6,2.0
Ta2P2Se6,2.0
Ta2P2Te6,2.0
Ta2S2,2.0
Ta2S6,3.0
Ta2Se2,2.0
Ta2Se6,3.0
Ta2Te2,1.75
Ta2Te4,1.0
Ta2Te6,3.0
Ta3C2,1.0
Ta3C2F2,2.0
Ta3C2H2O2,2.0
Ta3C2O2,3.0
Ta3F2N2,2.0
Ta3H2N2O2,2.0
Ta3I7Se,3.0
Ta3I7Te,3.0
Ta3N2,2.0
Ta3N2O2,2.0
Ta4C3,2.0
Ta4C3F2,3.0
Ta4C3H2O2,3.0
Ta4C3O2,3.0
Ta4F2N3,2.0
Ta4H2N3O2,2.0
Ta4N3,2.0
Ta4N3O2,2.0
Ta4O8,2.0
Ta4Se12,3.0
Ta4Se2,3.0
Ta4Te6,3.0
Ta6Si2Te12,3.0
TaAs2,2.0
TaAsSb,1.5
TaBr2,2.0
TaBrCl,2.0
TaBrI,2.0
TaCl2,2.0
TaClI,2.0
TaF2,2.0
TaH2,1.0
TaI2,1.0
TaO2,2.0
TaS2,2.6666666666666665
TaSSe,3.0
TaSTe,3.0
TaSb2,1.0
TaSe2,2.6666666666666665
TaSeTe,3.0
TaTe2,2.3333333333333335
Te2,1.0
Ti2BO2,2.0
Ti2BS2,2.0
Ti2BSe2,2.0
Ti2Br2,2.0
Ti2Br2N2,3.0
Ti2Br2O2,3.0
Ti2Br2S2,3.0
Ti2Br2Se2,3.0
Ti2Br6,3.0
Ti2CF2,3.0
Ti2CH2O2,3.0
Ti2CO2,3.0
Ti2CS2,3.0
Ti2CSe2,3.0
Ti2Cl2,2.0
Ti2Cl2N2,3.0
Ti2Cl2O2,3.0
Ti2Cl2S2,3.0
Ti2Cl2Se2,3.0
Ti2Cl4,3.0
Ti2Cl6,3.0
Ti2F2,2.5
Ti2F2N,3.0
Ti2H2NO2,3.0
Ti2I2,2.5
Ti2I2N2,3.0
Ti2I2O2,3.0
Ti2I2S2,3.0
Ti2I2Se2,3.0
Ti2I4,3.0
Ti2I6,3.0
Ti2N,2.0
Ti2NO2,3.0
Ti2NS2,3.0
Ti2NSe2,3.0
Ti2O2,2.0
Ti2O4,3.0
Ti2O6,3.0
Ti2P2S6,3.0
Ti2P2Se6,3.0
Ti2P2Te6,2.0
Ti2PTe2,3.0
Ti2S2,2.0
Ti2S6,3.0
Ti2Se2,2.0
Ti2Se6,3.0
Ti2Te2,2.0
Ti2Te6,3.0
Ti2Zr2S8,3.0
Ti2Zr2Se8,3.0
Ti2Zr2Te8,3.0
Ti3B2F2O2,2.0
Ti3B2F2S2,2.0
Ti3B2F2Se2,2.0
Ti3B2H2O2,2.0
Ti3B2H2S2,2.0
Ti3B2H2Se2,2.0
Ti3C2,2.0
Ti3C2F2,3.0
Ti3C2H2O2,3.0
Ti3C2H2S2,2.0
Ti3C2H2Se2,2.0
Ti3C2O2,3.0
Ti3F2N2,3.0
Ti3H2N2O2,3.0
Ti3H2N2S2,2.0
Ti3H2N2Se2,2.0
Ti3N2,2.0
Ti3N2O2,3.0
Ti3ZrS8,3.0
Ti3ZrSe8,3.0
Ti3ZrTe8,3.0
Ti4Br4O4,3.0
Ti4Br4S4,3.0
Ti4Br4Se4,3.0
Ti4C3,2.0
Ti4C3F2,3.0
Ti4C3H2O2,3.0
Ti4C3O2,3.0
Ti4Cl4O4,3.0
Ti4Cl4S4,3.0
Ti4Cl4Se4,3.0
Ti4F2N3,3.0
Ti4H2N3O2,3.0
Ti4I4O4,2.0
Ti4I4S4,3.0
Ti4I4Se4,3.0
Ti4N3,3.0
Ti4N3O2,3.0
Ti4O8,2.0
TiAs2,2.0
TiAsSb,2.0
TiBr2,2.6666666666666665
TiBrCl,3.0
TiBrI,3.0
TiCl2,2.6666666666666665
TiClI,3.0
TiF2,2.0
TiH2,2.0
TiH2O2,2.0
TiI2,2.6666666666666665
TiO2,2.3333333333333335
TiS2,2.6666666666666665
TiSSe,3.0
TiSTe,3.0
TiSb2,2.0
TiSe2,2.6666666666666665
TiSeTe,3.0
TiTe2,2.6666666666666665
TiZr3S8,3.0
TiZr3Se8,3.0
TiZr3Te8,3.0
Tl2Br2,3.0
Tl2Br2N2,1.0
Tl2Br2O2,3.0
Tl2Br4,3.0
Tl2Br6,3.0
Tl2Cl2,3.0
Tl2Cl2N2,1.0
Tl2Cl2O2,3.0
Tl2Cl4,3.0
Tl2Cl6,3.0
Tl2I2,3.0
Tl2I2N2,1.0
Tl2I2O2,3.0
Tl2I2S2,2.0
Tl2I6,2.5
Tl2O2,2.5
Tl2O6Sb2,3.0
Tl2P2S6,3.0
Tl2P2Se6,3.0
Tl2P2Te6,1.0
Tl2S2,2.25
Tl2S4,1.0
Tl2Se2,3.0
Tl2Se4,3.0
Tl2Te2,2.75
Tl2Te4,1.0
TlBr2,2.6666666666666665
TlCl2,2.6666666666666665
TlF2,3.0
TlH2O2,3.0
TlI2,3.0
TlS2,1.0
TlSe2,1.0
TlTe2,1.0
V2BO2,2.0
V2BS2,2.0
V2BSe2,3.0
V2Br2,2.0
V2Br2N2,3.0
V2Br2O2,3.0
V2Br2Se2,3.0
V2Br6,3.0
V2C,1.0
V2CF2,3.0
V2CH2O2,3.0
V2CO2,3.0
V2CS2,3.0
V2CSe2,3.0
V2Cl2,2.0
V2Cl2N2,3.0
V2Cl2O2,3.0
V2Cl2Se2,3.0
V2Cl4,3.0
V2Cl6,3.0
V2F2,2.5
V2F2O7Te2,3.0
V2F8,3.0
V2H2NO2,3.0
V2H2O5,3.0
V2H4O10Se2,3.0
V2I2,1.0
V2I2N2,3.0
V2I2Se2,3.0
V2I6,3.0
V2N,2.0
V2NS2,3.0
V2NSe2,3.0
V2O10P2,3.0
V2O2,2.0
V2O4,3.0
V2O5,3.0
V2O6,2.0
V2P2S6,3.0
V2S2,2.2
V2S4,2.0
V2S6,3.0
V2Se2,2.6
V2Se4,2.0
V2Se6,3.0
V2Te2,2.2
V2Te4,1.0
V2Te6,3.0
V3B2F2S2,2.0
V3B2F2Se2,2.0
V3B2H2O2,2.0
V3B2H2S2,2.0
V3B2H2Se2,2.0
V3C2,1.0
V3C2F2,3.0
V3C2F2Se2,2.0
V3C2H2O2,3.0
V3C2H2S2,2.0
V3C2H2Se2,2.0
V3C2O2,3.0
V3F2N2,2.0
V3H2N2O2,2.0
V3H2N2S2,2.0
V3N2,2.0
V3N2O2,3.0
V3Te6,3.0
V4C3,2.0
V4C3F2,3.0
V4C3H2O2,3.0
V4C3O2,3.0
V4F12O4,3.0
V4F2N3,3.0
V4H2N3O2,3.0
V4N3,2.0
V4N3O2,3.0
V4O10,3.0
V4O8,3.0
VAs2,2.0
VAsSb,1.0
VBr2,2.3333333333333335
VBr2O,3.0
VBrCl,2.5
VBrI,2.5
VC4FH4O6,3.0
VCl2,2.3333333333333335
VCl2O,3.0
VClI,2.5
VF2,2.0
VH2,1.0
VI2,2.3333333333333335
VO2,2.6666666666666665
VS2,2.6666666666666665
VSSe,3.0
VSTe,3.0
VSb2,1.0
VSe2,2.6666666666666665
VSeTe,3.0
VTe2,2.3333333333333335
W2BO2,2.0
W2BS2,3.0
W2BSe2,3.0
W2Br2,1.0
W2Br2N2,3.0
W2Br2O2,2.0
W2Br2S2,2.0
W2Br2Se2,1.0
W2Br6,2.0
W2C,1.0
W2CF2,2.0
W2CH2O2,2.0
W2CO2,2.0
W2CS2,2.0
W2CSe2,2.0
W2Cl2,1.5
W2Cl2N2,3.0
W2Cl2O2,2.0
W2Cl2S2,2.0
W2Cl2Se2,2.0
W2Cl4,2.0
W2Cl4O4,3.0
W2Cl6,3.0
W2F2,1.5
W2F2N,2.0
W2H2NO2,2.0
W2H4O8,3.0
W2H6,1.0
W2H8,1.0
W2I2,1.0
W2I2N2,3.0
W2I2O2,2.0
W2I2S2,1.0
W2I2Se2,1.0
W2I6,1.0
W2N,1.0
W2N3,3.0
W2NO2,2.0
W2NS2,2.0
W2NSe2,3.0
W2O12Sb4,3.0
W2O2,2.0
W2O4,3.0
W2P2S6,2.0
W2P2Se6,2.0
W2P2Te6,1.0
W2S2,1.6
W2S4,2.0
W2S6,2.0
W2Se2,1.2
W2Se4,2.0
W2Te2,1.0
W2Te4,2.0
W2Te6,1.0
W3C2,1.0
W3C2F2,2.0
W3C2H2O2,2.0
W3C2O2,2.0
W3F2N2,2.0
W3H2N2O2,2.0
W3N2,1.0
W3N2O2,2.0
W4C3,1.0
W4C3F2,2.0
W4C3H2O2,2.0
W4C3O2,2.0
W4F2N3,2.0
W4H2N3O2,2.0
W4N3,1.0
W4N3O2,2.0
WAs2,1.0
WAsSb,1.0
WBr2,1.0
WBrCl,1.0
WBrI,1.0
WCl2,1.6666666666666667
WClI,1.0
WF2,2.0
WH2,1.0
WI2,1.0
WO2,2.3333333333333335
WOS,3.0
WOSe,3.0
WOTe,2.0
WS2,2.3333333333333335
WSSe,2.5
WSTe,2.5
WSb2,1.0
WSe2,2.0
WSeTe,2.5
WTe2,1.6666666666666667
Y2Br2,2.0
Y2Br4,3.0
Y2Br6,3.0
Y2C,1.0
Y2CF2,3.0
Y2CH2O2,2.0
Y2CO2,2.0
Y2Cl2,2.5
Y2Cl2O2,3.0
Y2Cl2O4,2.0
Y2Cl4,3.0
Y2Cl6,3.0
Y2F2,2.0
Y2F2N,3.0
Y2H2NO2,2.0
Y2I2,2.5
Y2I4,3.0
Y2I6,3.0
Y2N,2.0
Y2NO2,2.0
Y2Te6,3.0
Y3C2,3.0
Y3C2F2,3.0
Y3C2H2O2,2.0
Y3C2O2,2.0
Y3F2N2,3.0
Y3H2N2O2,2.0
Y3N2,2.0
Y3N2O2,2.0
Y4C3,3.0
Y4C3F2,3.0
Y4C3H2O2,2.0
Y4C3O2,2.0
Y4F2N3,3.0
Y4H2N3O2,3.0
Y4N3,3.0
Y4N3O2,2.0
YBr2,2.6666666666666665
YCl2,2.6666666666666665
YF2,2.0
YI2,2.6666666666666665
YS2,2.0
YSe2,2.0
YTe2,2.0
Zn2As4O8,3.0
Zn2Br2,2.0
Zn2Cl2,2.0
Zn2Cl4O6Sb4,3.0
Zn2F2,2.0
Zn2Ge2O6,3.0
Zn2H4O8Se2,3.0
Zn2H8N4Te2,3.0
Zn2I2,2.0
Zn2O6Si2,2.0
Zn2P2S6,3.0
Zn2P2Se6,3.0
Zn2P2Te6,3.0
Zn2S2,2.5
Zn2S4,2.0
Zn2Se2,2.6666666666666665
Zn2Se4,2.0
Zn2Te2,2.0
Zn2Te4,1.0
Zn4Br4O4,2.0
Zn4Cl4O4,2.0
ZnB2C8N8,1.0
ZnBr2,2.6666666666666665
ZnC4N6,1.0
ZnCl2,2.6666666666666665
ZnF2,3.0
ZnH2O2,3.0
ZnI2,2.6666666666666665
ZnS2,1.0
ZnSe2,2.0
ZnTe2,2.0
Zr2BO2,2.0
Zr2BS2,2.0
Zr2BSe2,2.0
Zr2Br2,2.5
Zr2Br2N2,3.0
Zr2Br2O2,3.0
Zr2Br2S2,3.0
Zr2Br2Se2,3.0
Zr2Br4,3.0
Zr2Br6,3.0
Zr2CF2,3.0
Zr2CH2O2,2.0
Zr2CO2,3.0
Zr2CS2,3.0
Zr2CSe2,3.0
Zr2Cl2,2.5
Zr2Cl2N2,3.0
Zr2Cl2O2,3.0
Zr2Cl2S2,3.0
Zr2Cl2Se2,3.0
Zr2Cl4,3.0
Zr2Cl6,3.0
Zr2F2,2.5
Zr2F2N,3.0
Zr2Ge2Te8,3.0
Zr2H2NO2,2.0
Zr2I2,2.0
Zr2I2N2,3.0
Zr2I2O2,3.0
Zr2I2S2,3.0
Zr2I2Se2,3.0
Zr2I4,3.0
Zr2I6,3.0
Zr2N,2.0
Zr2NO2,2.0
Zr2NS2,3.0
Zr2NSe2,3.0
Zr2O2,2.0
Zr2O6,3.0
Zr2P2S6,3.0
Zr2P2Se6,3.0
Zr2P2Te6,2.0
Zr2PTe2,3.0
Zr2S2,2.0
Zr2S6,3.0
Zr2Se2,2.0
Zr2Se6,3.0
Zr2Si2Te2,3.0
Zr2Te10,3.0
Zr2Te2,2.0
Zr2Te6,3.0
Zr3B2F2O2,2.0
Zr3B2F2S2,2.0
Zr3B2F2Se2,2.0
Zr3B2H2O2,2.0
Zr3B2H2S2,2.0
Zr3B2H2Se2,2.0
Zr3C2,2.0
Zr3C2F2,3.0
Zr3C2F2O2,2.0
Zr3C2F2S2,2.0
Zr3C2F2Se2,2.0
Zr3C2H2O2,2.0
Zr3C2H2S2,2.0
Zr3C2H2Se2,2.0
Zr3C2O2,2.0
Zr3F2N2,3.0
Zr3F2N2O2,2.0
Zr3H2N2O2,2.0
Zr3H2N2S2,2.0
Zr3H2N2Se2,2.0
Zr3N2,2.0
Zr3N2O2,3.0
Zr4Br4O4,2.0
Zr4Br4S4,3.0
Zr4Br4Se4,3.0
Zr4C3,3.0
Zr4C3F2,3.0
Zr4C3H2O2,3.0
Zr4C3O2,3.0
Zr4Cl4O4,2.0
Zr4Cl4S4,3.0
Zr4Cl4Se4,3.0
Zr4F2N3,3.0
Zr4H2N3O2,2.0
Zr4I4O4,2.0
Zr4I4S4,3.0
Zr4I4Se4,3.0
Zr4N3,2.0
Zr4N3O2,3.0
ZrAs2,2.0
ZrAsSb,2.0
ZrBr2,2.6666666666666665
ZrBrCl,3.0
ZrBrI,3.0
ZrCl2,2.6666666666666665
ZrClI,3.0
ZrF2,2.0
ZrH2,2.0
ZrH2O2,2.0
ZrH2O6P2,3.0
ZrI2,2.6666666666666665
ZrO2,2.0
ZrS2,2.6666666666666665
ZrSSe,3.0
ZrSTe,3.0
ZrSb2,2.0
ZrSe2,2.6666666666666665
ZrSeTe,3.0
ZrTe2,2.6666666666666665
