Formula,Vacuum level
Hf2Br4,3.857
Hf2Br6,3.18
Hf2C,4.779
Hf2CF2,4.754
Hf2CH2O2,4.271
Hf2CO2,4.979
Hf2Cl2,4.673
Hf2Cl2N2,3.6345
Hf2Cl2O2,4.04
Hf2Cl2S2,3.963
Hf2Cl2Se2,3.973
Hf2Cl4,3.914
Hf2Cl6,3.225
Hf2F2,4.019
Hf2F2N,4.977
Hf2Ge2Te8,2.303
Hf2H2NO2,4.634
Hf2I2,5.0925
Hf2I2N2,4.077
Hf2I2O2,4.408
Hf2I2S2,4.366
Hf2I2Se2,4.356
Hf2I4,4.215
Hf2I6,3.4655
Hf2N,4.972
Hf2NO2,5.295
Hf2O2,3.218666666666666
Hf2O6,4.712
Hf2P2S6,3.489
Hf2P2Se6,3.609
Hf2P2Te6,3.759
Hf2S2,3.9938000000000002
Hf2S6,5.001
Hf2Se2,4.1578
Hf2Se6,5.138
Hf2Si2Te2,3.493
Hf2Te10,2.113
Hf2Te2,4.4172
Hf2Te6,5.323
Hf2Ti2S8,3.893
Hf2Ti2Se8,3.99
Hf2Ti2Te8,4.149
Hf2Zr2S8,3.94
Hf2Zr2Se8,4.025
Hf2Zr2Te8,4.174
Hf3C2,6.087
Hf3C2F2,5.896
Hf3C2H2O2,5.286
Hf3C2O2,6.425
Hf3F2N2,6.578
Hf3H2N2O2,6.082
Hf3N2,6.729
Hf3N2O2,6.774
Hf3Te2,3.23
Hf3TiS8,3.941
Hf3TiSe8,4.031
Hf3TiTe8,4.162
Hf3ZrS8,3.964
Hf3ZrSe8,4.05
Hf3ZrTe8,4.183
Hf4Br4O4,3.561
Hf4Br4S4,3.795
Hf4Br4Se4,3.906
Hf4C3,7.244
Hf4C3F2,6.818
Hf4C3H2O2,6.219
Hf4C3O2,7.42
Hf4Cl4O4,3.573
Hf4Cl4S4,3.886
Hf4Cl4Se4,3.984
Hf4F2N3,7.385
Hf4H2N3O2,6.965
Hf4I4O4,3.845
Hf4I4S4,3.933
Hf4I4Se4,4.013
Hf4N3,8.014
Hf4N3O2,8.012
HfAs2,4.6485
HfAsSb,4.9735
HfBr2,3.9563333333333333
HfBrCl,4.066
HfBrI,4.2515
HfCl2,4.035333333333333
HfClI,4.2535
HfF2,3.393
HfH2,2.536
HfH2O2,2.504
HfI2,4.222333333333333
HfLi2,2.629
HfMnF6,2.493
HfMnI6,3.218
HfNa2H6O6,0.787
HfNiBr6,2.889
HfNiCl6,2.885
HfNiI6,3.287
HfO2,3.0556666666666668
HfPd2,1.265
HfS2,3.5080000000000005
HfSSe,3.7875
HfSTe,3.916
HfSb2,5.9595
HfSe2,3.594
HfSeTe,3.9695
HfTe2,3.7093333333333334
HfTi3S8,3.881
HfTi3Se8,3.987
HfTi3Te8,4.143
HfZr3S8,3.926
HfZr3Se8,4.012
HfZr3Te8,4.163
Hg2Br2,3.6395
Hg2Br2N2,3.756
Hg2Br2O2,3.451
Hg2Br2S2,4.262
Hg2Br2Se2,4.713
Hg2Cl2,3.6369999999999996
Hg2Cl2N2,3.72
Hg2Cl2O2,3.416
Hg2Cl2S2,4.027
Hg2Cl2Se2,4.017
Hg2F2,3.726
Hg2GeO4,0.908
Hg2I2,3.6895
Hg2I2N2,4.184
Hg2I2O2,3.894
Hg2I2S2,3.831
Hg2I2Se2,4.728
Hg2K4Cl8,1.22
Hg2O4,2.671
Hg2P2S6,3.575
Hg2P2Se6,3.621
Hg2P2Te6,3.762
Hg2Pt4Se6,2.641
Hg2Se2,3.351
Hg2Te2,3.415
Hg2Te4,4.382
Hg2V2O6,1.115
Hg3B2O6,0.585
Hg4I8,1.329
Hg4K2Cl6O6S2,2.463
Hg4Mo2O8,1.731
Hg4W2O8,1.772
HgBr2,2.7693333333333334
HgCl2,2.7693333333333334
HgF2,1.598
HgH2O2,1.507
HgH2S2,2.257
HgI2,3.067
HgO,1.774
HgO2,2.3682499999999997
HgS,1.988
HgS2,3.236333333333333
HgSe,1.998
HgSe2,3.4083333333333337
HgTe,2.069
HgTe2,4.214333333333333
I2Sb,3.897
I2Sb2,3.5615
I6Sb2,2.985
ISSb,3.5505
ISbSe,3.5635000000000003
ISbTe,3.5975
In2Br2,2.7205
In2Br2N2,4.114
In2Br2O2,3.846
In2Br2S2,3.503
In2Br2Se2,3.459
In2Br6,2.6305
In2Cl2,2.7295
In2Cl2N2,4.034
In2Cl2O2,3.772
In2Cl2S2,3.462
In2Cl2Se2,3.421
In2Cl6,2.6479999999999997
In2F2,3.897
In2I2,2.9505
In2I2N2,4.433
In2I2O2,4.261
In2I2S2,3.811
In2I2Se2,3.736
In2I6,2.9699999999999998
In2MnSe4,3.226
In2O2,3.0315
In2P2S6,3.444
In2P2Se6,3.438
In2P2Te6,3.559
In2S2,3.3536
In2S4,3.156
In2Se2,2.91525
In2Se3,2.5380000000000003
In2Se4,2.189
In2Si2Te6,2.08
In2Te2,3.25375
In2Te4,1.9525000000000001
In2Te5,1.797
In2Zn2S5,3.69
In2Zn3S6,4.146
In2ZnS4,3.183
In3Te4,3.552
In4Br4Te4,1.646
In4Br8,2.353
In4I4Te4,1.762
InAs,2.0685000000000002
InBr2,2.5396666666666667
InC,2.016
InCl2,2.492
InF2,1.88
InH2O2,1.798
InI2,2.9073333333333333
InLiI4O12,2.31
InN,2.077
InNaI4O12,2.204
InNi5Br2,4.658
InNi5Cl2,4.664
InNi5I2,4.915
InP,2.049
InPd5Br2,4.929
InPd5Cl2,4.994
InPd5I2,5.137
InPt5Br2,5.466
InPt5Cl2,5.595
InPt5I2,5.68
InS2,2.983
InSb,2.073
InSe2,3.06
InSiTe3,1.002
InTe2,3.146
Ir2Br2,4.6899999999999995
Ir2Br2N2,4.564
Ir2Br2O2,3.876
Ir2Br2S2,4.135
Ir2Br2Se2,4.039
Ir2Br4,3.089
Ir2Br6,2.9939999999999998
Ir2Cl2,4.7155000000000005
Ir2Cl2N2,4.478
Ir2Cl2O2,3.836
Ir2Cl2S2,4.096
Ir2Cl2Se2,4.015
Ir2Cl6,2.8884999999999996
Ir2F2,5.1945
Ir2I2,4.639
Ir2I2N2,4.996
Ir2I2O2,4.289
Ir2I2S2,4.484
Ir2I2Se2,4.344
Ir2I6,3.4015
Ir2Nb2Te8,2.39
Ir2O2,4.083666666666667
Ir2O4,3.295
Ir2O6,4.337
Ir2P2S6,3.745
Ir2P2Se6,3.758
Ir2P2Te6,3.945
Ir2S2,4.7356
Ir2S4,3.3135
Ir2S6,4.32
Ir2Se2,4.7872
Ir2Se4,3.341
Ir2Se6,5.211
Ir2Ta2Te8,2.394
Ir2Te2,4.205
Ir2Te4,3.468
Ir2Te6,5.364
Ir4S8,3.934
Ir4Se8,3.988
Ir4Te8,4.013
Ir5Te10,2.215
IrBr2,3.286
IrCl2,3.355333333333333
IrF2,3.855
IrH2,2.81
IrI2,3.703333333333333
IrLi2,3.465
IrO2,3.6056666666666666
IrS2,3.9459999999999997
IrSe2,4.020333333333333
IrTe2,4.190666666666666
K,0.577
K2Br2,1.156
K2C2H2O6,1.221
K2C2O6,1.382
K2C4,1.187
K2C4H6O6,1.376
K2C6H6O6,1.429
K2Cl2,1.11
K2Cl2O6,1.47
K2F2,0.937
K2I2,1.336
K2N2O6,1.298
K2Os2Br8N2O4,1.616
K2Os2F10N2O2,1.925
K2Pt2Cl6N2,1.515
KI2,2.766
KS2,4.963
KSe2,4.906
KTe2,4.826
KTiS2,2.442
Li2B2,0.818
Li2Cl2O4,0.993
Li2F2O2,1.638
Li2F2S2,1.206
Li2H2O2,0.878
Li2H2S2,1.342
Li2H4N2,0.717
Li2H4N2O6,1.233
Li2Mn,2.532
Li2Mn2P2,3.181
Li2Mo,3.52
Li2Nb,3.275
Li2Ni,2.62
Li2Ni2As2,2.771
Li2Ni2P2,2.669
Li2Ni2Sb2,3.09
Li2Os,3.795
Li2Pb,2.345
Li2PdH2,0.965
Li2Pt,3.131
Li2PtH6O6,0.949
Li2Re,3.807
Li2Rh,2.833
Li2Ru,3.315
Li2Sc,2.17
Li2Ta,3.322
Li2Ti,2.608
Li2Ti2Cl2N2,2.265
Li2V,3.023
Li2V4O10,1.419
Li2W,3.583
Li2Zr,2.664
Li4CO4,0.783
Li4O8Sb4,1.958
Li4Zn2Si2,1.72
Li6H2O8Te2,1.119
LiC12,2.265
LiC5H5N2O5,0.648
LiNiP2S6,1.966
Mg2Cl4,1.53
Mg2Mn2Ge2,3.749
Mg2Mn2Si2,3.598
Mg2Mo2O12Te2,2.797
Mg2P2S6,1.95
Mg2P2Se6,1.976
MgB2H8,0.999
MgBr2,2.9495
MgCl2,2.3983333333333334
MgF2O2,2.922
MgF2S2,3.159
MgH2O2,1.4
MgH2S2,1.994
MgI2,3.2720000000000002
MgNa2H4O8S2,1.327
Mn2Br2,3.192
Mn2Br2O2,3.727
Mn2Br2S4Sb2,1.642
Mn2Br2Sb2Se4,1.622
Mn2Br2Se2,3.617
Mn2Br6,2.781
Mn2C,3.788
Mn2CF2,4.592
Mn2CH2O2,3.039
Mn2Cl2,3.399
Mn2Cl2N2,3.831
Mn2Cl2O2,3.666
Mn2Cl2S4Sb2,1.578
Mn2Cl2Se2,3.504
Mn2Cl6,2.7664999999999997
Mn2F2,2.039
Mn2F2N,4.244
Mn2H2NO2,2.972
Mn2H2O4,2.739
Mn2H2S4,3.594
Mn2H4O8S2,1.366
Mn2I2,3.548
Mn2I2Sb2Se4,1.756
Mn2I2Se2,3.862
Mn2I6,3.202
Mn2Mo2O12Te2,2.824
Mn2N,4.439
Mn2NO2,4.926
Mn2O2,3.101
Mn2O8Se2,1.618
Mn2P2S6,2.013
Mn2P2Se6,2.053
Mn2S2,3.903
Mn2Se2,2.8535000000000004
Mn2Se4,4.136
Mn2Sn2Sr2,4.064
Mn2Sr2Ge2,2.421
Mn2Te2,3.972
Mn2Te6,5.104
Mn3C2,4.879
Mn3C2F2,5.857
Mn3C2H2O2,4.062
Mn3C2O2,6.251
Mn3F2N2,5.686
Mn3H2N2O2,4.203
Mn3N2,4.514
Mn4C3,6.302
Mn4C3F2,7.259
Mn4C3H2O2,5.017
Mn4C3O2,7.213
Mn4H2N3O2,5.298
Mn4N3,6.394
Mn4N3O2,7.432
Mn4Pb4O12,2.844
MnBr2,2.8143333333333334
MnC6N4Se2,1.224
MnCl2,2.8183333333333334
MnF12Sb2,2.185
MnF2,3.018
MnH2,2.242
MnH2O2,1.538
MnI2,3.1790000000000003
MnNa2F3O7P2,1.779
MnO2,2.876
MnRe2O8,1.607
MnS2,3.4633333333333334
MnSe2,3.4953333333333334
MnTe2,3.6163333333333334
MnZrBr6,2.795
MnZrCl6,3.117
MnZrF6,2.51
MnZrI6,3.201
Mo2BO2,5.759
Mo2BS2,6.405
Mo2BSe2,6.557
Mo2Br2,5.1295
Mo2Br2N2,4.537
Mo2Br2O2,4.566
Mo2Br2S2,4.613
Mo2Br2Se2,4.59
Mo2Br4,3.833
Mo2Br4O4,1.753
Mo2C,5.07
Mo2CF2,6.065
Mo2CH2O2,4.637
Mo2CO2,5.612
Mo2CS2,6.357
Mo2CSe2,6.46
Mo2Cl2,5.1315
Mo2Cl2N2,4.481
Mo2Cl2O2,4.53
Mo2Cl2S2,4.671
Mo2Cl2Se2,4.666
Mo2Cl4,4.312
Mo2Cl6,2.7515
Mo2F2,5.325
Mo2F2N,6.337
Mo2H2NO2,5.145
Mo2I2,4.8795
Mo2I2N2,4.771
Mo2I2O2,4.973
Mo2I2S2,4.253
Mo2I2Se2,5.004
Mo2I4,4.095
Mo2I6,3.312
Mo2N,5.737
Mo2NO2,6.498
Mo2NS2,6.101
Mo2NSe2,6.267
Mo2O10P2,1.465
Mo2O2,4.082
Mo2O4,3.846
Mo2O6,2.335
Mo2P2S6,4.102
Mo2P2Se6,3.941
Mo2P2Te6,4.144
Mo2S2,4.553
Mo2S4,3.356
Mo2S6,5.74
Mo2Se2,4.9722
Mo2Se4,3.402
Mo2Se6,5.109
Mo2Ta2O11,2.21
Mo2Te2,4.94025
Mo2Te4,3.5549999999999997
Mo2Te6,5.453
Mo2V2O10,1.328
Mo2W2S8,4.584
Mo2W2Se8,4.635
Mo2W2Te8,4.791
Mo2Zn2O12Te2,2.818
Mo2Zn2O8,2.059
Mo2ZrO8,1.636
Mo3C2,7.173
Mo3C2F2,7.683
Mo3C2H2O2,5.833
Mo3C2O2,7.757
Mo3F2N2,7.993
Mo3H2N2O2,6.647
Mo3N2,7.75
Mo3N2O2,8.534
Mo3WS8,4.556
Mo3WSe8,4.609
Mo3WTe8,4.769
Mo4C3,8.281
Mo4C3F2,8.193
Mo4C3H2O2,6.027
Mo4C3O2,8.959
Mo4F2N3,7.701
Mo4H2N3O2,6.224
Mo4N3,9.101
Mo4N3O2,8.234
MoAs2,5.2095
MoAsSb,5.158
MoBr2,4.0200000000000005
MoBrCl,4.2005
MoBrI,4.0755
MoCl2,4.226666666666667
MoClI,4.404999999999999
MoF2,3.68
MoH2,2.912
MoH2O2,3.724
MoI2,3.8689999999999998
MoO2,3.4623333333333335
MoOS,4.272
MoOSe,4.358
MoOTe,4.521
MoS2,3.961
MoSSe,4.465999999999999
MoSTe,4.632
MoSb2,5.608499999999999
MoSe2,4.0680000000000005
MoSeTe,4.6655
MoTe2,4.233666666666667
MoW3S8,4.613
MoW3Se8,4.661
MoW3Te8,4.812
N2Si6,2.314
Na,0.37
Na2B2H8O8,0.829
Na2C2H6N8O2,1.045
Na2C2N2S2,1.198
Na2C4,1.176
Na2F2O2,1.151
Na2F2S2,1.96
Na2H2O2,0.6910000000000001
Na2H2S2,1.096
Na2H8I2O4,1.156
Na2Nb2Cl12,1.811
Na2Ni2As2,2.594
Na2Ni2P2,2.663
Na2Ni2Sb2,2.614
Na2PtH6O6,0.884
Na2SnH6O6,0.837
Na2Ta2Cl12,1.823
Na4As4O8,1.553
Na4O8S4,1.388
NaBr4C6O2,1.53
NaNb3O4,1.616
NaW2Br6O2,1.723
Nb2As2Ge2,3.509
Nb2BO2,5.407
Nb2BS2,6.143
Nb2BSe2,6.291
Nb2Br2,3.8419999999999996
Nb2Br2N2,4.144
Nb2Br2O2,4.394
Nb2Br2S2,4.332
Nb2Br2Se2,4.346
Nb2Br4O2,1.814
Nb2Br4S4,1.851
Nb2Br4Se4,1.885
Nb2Br6,3.378
Nb2C,4.84
Nb2CF2,4.98
Nb2CH2O2,4.282
Nb2CO2,5.545
Nb2CS2,6.369
Nb2CSe2,6.545
Nb2Cl2,3.5915
Nb2Cl2N2,4.075
Nb2Cl2O2,4.372
Nb2Cl2S2,4.271
Nb2Cl2Se2,4.295
Nb2Cl4,3.902
Nb2Cl4S4,1.87
Nb2Cl4Se4,1.909
Nb2Cl6,3.4749999999999996
Nb2F2,4.3065
Nb2F2N,5.945
Nb2Ge2Sb2,3.596
Nb2H2NO2,4.891
Nb2I2,4.145
Nb2I2N2,4.573
Nb2I2O2,4.764
Nb2I2O4,2.93
Nb2I2S2,4.712
Nb2I2Se2,4.689
Nb2I4,4.158
Nb2I4O2,2.049
Nb2I6,3.496
Nb2N,4.928
Nb2NO2,5.636
Nb2NS2,6.315
Nb2NSe2,6.486
Nb2Ni2Te10,2.232
Nb2O2,3.6703333333333332
Nb2O4,3.52
Nb2O6,5.09
Nb2Os2Te8,2.443
Nb2P2S6,4.292
Nb2P2Se6,4.035
Nb2P2Te6,4.36
Nb2Pd2Te10,2.216
Nb2PdS6,2.116
Nb2PdSe6,2.198
Nb2S2,4.5918
Nb2S6,5.511
Nb2Se2,4.775799999999999
Nb2Se6,5.536
Nb2Te2,4.9348
Nb2Te4,2.352
Nb2Te6,5.635
Nb3Br7S,1.885
Nb3Br8,1.879
Nb3C2,6.389
Nb3C2F2,6.577
Nb3C2H2O2,5.24
Nb3C2O2,7.027
Nb3Cl7Te,1.881
Nb3Cl8,1.898
Nb3F2N2,7.52
Nb3H2N2O2,6.061
Nb3I7Te,2.1
Nb3I8,2.106
Nb3N2,7.33
Nb3N2O2,7.41
Nb3Te6,2.466
Nb4C3,7.741
Nb4C3F2,7.75
Nb4C3H2O2,6.271
Nb4C3O2,8.299
Nb4F2N3,7.731
Nb4Ge2Te8,2.487
Nb4H2N3O2,6.719
Nb4I2Te12,2.009
Nb4N3,8.224
Nb4N3O2,8.499
Nb4Ni4Te8,2.578
Nb4O8,3.227
Nb4S12,3.051
Nb4Si2Te8,2.506
Nb6Ge2Te12,2.471
Nb6Si2Te12,2.494
Nb8C4,5.154
NbAs2,4.9745
NbAsSb,4.694
NbBr2,4.084333333333333
NbBrCl,4.2435
NbBrI,4.401
NbCl2,4.214666666666667
NbClI,4.417
NbF2,3.642
NbF4,1.244
NbH2,2.789
NbH2O2,3.416
NbI2,4.313
NbO2,3.1843333333333335
NbS2,3.7449999999999997
NbSSe,4.097
NbSTe,4.250500000000001
NbSb2,5.7415
NbSe2,3.840666666666666
NbSeTe,4.317
NbTe2,4.016
Ni2As2O7,1.262
Ni2Br2,3.1805000000000003
Ni2Br2N2,3.98
Ni2Br2O2,3.59
Ni2Br2S2,3.579
Ni2Br2Se2,3.575
Ni2Br6,2.66
Ni2Cl2,3.232
Ni2Cl2N2,3.752
Ni2Cl2O2,3.747
Ni2Cl2S2,3.475
Ni2Cl2Se2,3.731
Ni2Cl6,2.67
Ni2F2,3.2975
Ni2F2O4,3.612
Ni2F2S4,4.116
Ni2H2O4,2.616
Ni2H2S4,3.651
Ni2I2,3.582
Ni2I2N2,4.524
Ni2I2O2,4.126
Ni2I2S2,3.991
Ni2I2Se2,3.926
Ni2I6,3.1615
Ni2O2,2.437
Ni2P2S6,3.755
Ni2P2Se5,1.911
Ni2P2Se6,3.81
Ni2P2Te6,3.931
Ni2S2,3.3457999999999997
Ni2S4,2.546
Ni2S6,4.611
Ni2Sb2Si2,2.465
Ni2SbTe2,2.847
Ni2Se2,3.418
Ni2Se4,2.597
Ni2Se6,4.923
Ni2Ta2Te10,2.237
Ni2Ta4S10,2.117
Ni2Ta4Se10,2.189
Ni2Te2,3.7963999999999998
Ni2Te4,2.731
Ni2Te6,4.544
Ni4Ta2Se2Te2,3.004
Ni4Ta2Te4,3.106
Ni4Ta2Te6,2.378
Ni4Ta4Te8,2.611
Ni8As4Si4,2.56
NiBr2,2.857333333333333
NiC10Cl2N2,1.374
NiC12Cl2N2,1.227
NiC2N2S2,1.507
NiC4Cl2N2,1.549
NiC4H8N2O4,0.976
NiC6Cl2H4N2,1.165
NiCl2,2.7390000000000003
NiCl2O8,1.876
NiF2,1.566
NiH2,2.046
NiH2O2,1.511
NiI2,3.265333333333333
NiO2,2.630333333333333
NiPS3,1.015
NiRe2O8,1.667
NiS2,3.388333333333333
NiSe2,3.739333333333333
NiTe2,3.9586666666666672
NiV2Se4,3.862
NiZrBr6,2.872
NiZrCl6,2.869
NiZrF6,2.038
NiZrI6,3.267
O10P4,1.513
O14S2Te4,2.085
O2Sb,2.298
O4S8Sb8,1.561
O6Sb4,1.169
O8P2Sb2,1.452
O8Te4,1.843
OS2Sb2,4.309
OSb2Se2,4.287
OSb2Te2,4.3
Os2Br2,4.9235
Os2Br2N2,4.53
Os2Br2O2,3.884
Os2Br2S2,4.336
Os2Br2Se2,4.199
Os2Br6,2.877
Os2Cl2,4.8865
Os2Cl2N2,4.55
Os2Cl2O2,3.839
Os2Cl2S2,4.291
Os2Cl2Se2,4.175
Os2Cl6,2.98
Os2F2,5.4245
Os2I2,4.7245
Os2I2O2,4.35
Os2I2S2,4.695
Os2I2Se2,4.528
Os2I6,3.3594999999999997
Os2O2,4.425666666666666
Os2O4,3.91
Os2P2S6,3.78
Os2P2Se6,3.793
Os2P2Te6,3.999
Os2S2,5.080800000000001
Os2S4,3.4939999999999998
Os2Se2,4.775
Os2Se4,3.495
Os2Se6,5.265
Os2Ta2Te8,2.453
Os2Te2,5.085800000000001
Os2Te4,3.6205
Os2Te6,5.357
OsBr2,3.531333333333333
OsCl2,3.638333333333333
OsCl2O,1.752
OsF2,3.926
OsH2,3.031
OsH2O2,2.154
OsI2,3.801
OsO2,3.864333333333333
OsS2,4.112
OsSe2,4.171
OsTe2,4.36
P2,1.496
P2Sb2Se6,3.407
P2Sb2Te6,3.51
P2Si6,2.214
P4,3.233
P8Si4,1.989
Pb2Br2,3.815
Pb2Br2N2,4.044
Pb2Br2O2,3.819
Pb2Br2S2,3.575
Pb2Br2Se2,4.319
Pb2Br4,1.169
Pb2Cl2,3.7745
Pb2Cl2N2,3.986
Pb2Cl2O2,3.72
Pb2Cl2S2,3.538
Pb2Cl2Se2,4.459
Pb2F2,3.856
Pb2I2,4.445
Pb2I2N2,4.428
Pb2I2O2,4.411
Pb2I2S2,3.82
Pb2I2Se2,3.808
Pb2O2,1.8383333333333336
Pb2P2S6,3.403
Pb2P2Se6,3.459
Pb2P2Te6,3.573
Pb2S2,2.5736666666666665
Pb2S4,2.653
Pb2Se2,2.75775
Pb2Se4,2.738
Pb2Se6,3.807
Pb2Te2,3.092
Pb2Te4,2.86
Pb2Te6,4.238
Pb4O4,1.587
Pb6As2,1.994
Pb6N2,1.967
Pb6P2,1.988
Pb6Sb2,2.038
PbBr2,2.634
PbCl2,2.578666666666667
PbF2,1.677
PbF4,2.096
PbH2O2,1.661
PbI2,2.955666666666667
PbO,2.391
PbO2,3.049666666666667
PbS,2.543
PbS2,2.8866666666666667
PbSb2Te4,3.584
PbSe,2.553
PbSe2,2.9126666666666665
PbTe,2.554
PbTe2,3.766
PbWO4,1.271
Pd2Br2,3.4915000000000003
Pd2Br2N2,3.957
Pd2Br2O2,3.56
Pd2Br2S2,3.523
Pd2Br6,2.602
Pd2Cl2,3.5765000000000002
Pd2Cl2N2,3.923
Pd2Cl2O2,3.43
Pd2Cl2S2,3.497
Pd2Cl2Se2,3.513
Pd2Cl4,1.411
Pd2Cl6,2.6014999999999997
Pd2F2,3.252
Pd2I2,3.7190000000000003
Pd2I2N2,4.583
Pd2I2O2,4.051
Pd2I2S2,3.838
Pd2I2Se2,3.873
Pd2I4O12,1.798
Pd2I6,2.987
Pd2N4O12,1.268
Pd2O2,4.187
Pd2O6Se2,1.524
Pd2P2S6,3.79
Pd2P2Se6,3.826
Pd2P2Te6,4.01
Pd2S2,3.794333333333333
Pd2S4,2.605
Pd2Se2,3.8669999999999995
Pd2Se4,2.639
Pd2Te2,4.0343333333333335
Pd2Te4,2.763
Pd3P2S8,1.708
Pd3Ta3Te14,2.239
Pd4I8,1.561
Pd4P4S4,2.345
Pd4P4Se4,2.348
Pd4Tl2Se6,1.802
Pd6Ta4Te10,2.477
PdBr2,2.9753333333333334
PdCl2,2.9773333333333336
PdF2,2.746
PdH2O2,1.537
PdI2,3.4316666666666666
PdO,1.169
PdO2,2.6863333333333332
PdS2,3.249333333333333
PdSe2,3.7696666666666663
PdTa2S6,2.136
PdTa2Se6,2.193
PdTe2,3.9766666666666666
Pt2Br2,4.2805
Pt2Br2N2,4.167
Pt2Br2O2,3.502
Pt2Br2S2,3.599
Pt2Br2Se2,3.587
Pt2Br6,2.6734999999999998
Pt2Cl2,4.022
Pt2Cl2N2,4.11
Pt2Cl2O2,3.388
Pt2Cl2S2,3.556
Pt2Cl2Se2,3.559
Pt2Cl6,2.686
Pt2F2,3.305
Pt2I2,4.2245
Pt2I2N2,4.576
Pt2I2O2,4.16
Pt2I2S2,3.944
Pt2I2Se2,3.867
Pt2I4,3.69
Pt2I6,3.068
Pt2O2,3.372
Pt2P2S6,3.876
Pt2P2Se6,3.758
Pt2P2Te6,3.739
Pt2S2,3.821
Pt2S4,2.791
Pt2Se2,3.9899999999999998
Pt2Se4,2.794
Pt2Se6,4.395
Pt2Ta2Te10,2.254
Pt2Ta4Se14,2.23
