Formula,Vacuum level
Pt2Te2,3.8088333333333337
Pt2Te4,2.896
Pt2Te6,4.659
Pt4I8,1.595
Pt4Tl2S6,1.828
Pt4Tl2Se6,1.871
Pt4Tl2Te6,1.957
PtBr2,3.0546666666666664
PtCl2,3.078
PtF2,3.341
PtH2,2.541
PtH2O2,1.683
PtI2,3.513666666666667
PtO2,3.313333333333333
PtS2,3.648
PtSe2,3.699666666666667
PtTe2,3.961
Rb2Br2,1.14
Rb2Br2F8,1.12
Rb2C2F6O6S2,1.889
Rb2C4,1.208
Rb2Cl2,1.111
Rb2F2,1.001
Rb2I2,1.287
RbI2,2.679
RbS2,4.964
RbSe2,5.041
RbSnS2,2.307
RbTe2,5.037
RbTiS2,2.53
Re2Br2,5.0615000000000006
Re2Br4,3.74
Re2Br6,3.3064999999999998
Re2Cl2,5.077500000000001
Re2Cl4,3.91
Re2Cl6,3.5665
Re2F2,5.0135000000000005
Re2I2,5.410500000000001
Re2I4,3.923
Re2I6,3.217
Re2N2,2.754
Re2O2,4.101666666666667
Re2O4,4.091
Re2S2,4.68975
Re2S4,4.392
Re2Se2,4.866
Re2Se4,4.441
Re2Te2,5.45425
Re2Te4,4.677
Re2ZnO8,1.649
Re4O8,3.843
Re4S8,4.29
Re4Se8,4.402
Re4Te8,4.665
Re6Cl2Se8,2.648
ReBr2,3.9153333333333333
ReCl2,4.226666666666667
ReF2,3.823
ReH2,3.032
ReI2,3.9363333333333332
ReO2,4.150666666666667
ReS2,4.003666666666667
ReSe2,4.066666666666666
ReTe2,4.181333333333334
Rh2Br2,3.8235
Rh2Br2N2,4.171
Rh2Br2O2,3.708
Rh2Br2S2,3.92
Rh2Br2Se2,3.88
Rh2Br4,3.074
Rh2Br6,2.857
Rh2Cl2,4.119
Rh2Cl2N2,4.238
Rh2Cl2O2,3.662
Rh2Cl2S2,3.893
Rh2Cl2Se2,3.86
Rh2Cl2Te2,1.889
Rh2Cl4,3.055
Rh2Cl6,2.7640000000000002
Rh2F2,4.1505
Rh2I2,3.926
Rh2I2N2,4.78
Rh2I2O2,4.139
Rh2I2S2,4.248
Rh2I2Se2,4.175
Rh2I6,3.2865
Rh2O2,3.3539999999999996
Rh2O6,4.526
Rh2P2S6,3.798
Rh2P2Se6,3.718
Rh2P2Te6,3.903
Rh2S2,4.0954
Rh2S4,3.137
Rh2Se2,4.1468
Rh2Se4,3.2
Rh2Ta2Te8,2.343
Rh2Te2,4.2106
Rh2Te4,3.3815
Rh2Te6,5.224
Rh4S8,3.736
Rh4Se8,3.771
RhBr2,3.090666666666667
RhCl2,3.1333333333333333
RhF2,3.327
RhH2,2.466
RhH2O2,1.703
RhI2,3.558
RhO2,2.8506666666666667
RhS2,3.7163333333333335
RhSe2,3.863
RhTe2,4.124
Ru2Br2,4.566
Ru2Br2N2,4.333
Ru2Br2O2,3.928
Ru2Br2S2,4.217
Ru2Br2Se2,4.104
Ru2Br6,2.761
Ru2Cl2,4.5565
Ru2Cl2N2,4.265
Ru2Cl2O2,3.881
Ru2Cl2S2,4.189
Ru2Cl2Se2,4.089
Ru2Cl6,2.856
Ru2F2,4.8685
Ru2F8,1.426
Ru2I2,4.35
Ru2I2N2,4.738
Ru2I2O2,4.228
Ru2I2S2,4.528
Ru2I2Se2,4.42
Ru2I6,3.3535
Ru2O2,3.98
Ru2O4,3.655
Ru2P2S6,3.893
Ru2P2Se6,3.865
Ru2P2Te6,3.993
Ru2S2,4.0409999999999995
Ru2S4,3.254
Ru2Se2,4.106
Ru2Se4,3.283
Ru2Se6,3.775
Ru2Ta2Te8,2.439
Ru2Te2,4.38125
Ru2Te4,3.4885
Ru2Te6,5.377
RuBr2,3.3343333333333334
RuCl2,3.4293333333333336
RuCl2O,1.717
RuF2,3.372
RuH2,2.731
RuH2O2,1.896
RuI2,3.6650000000000005
RuO2,3.031333333333333
RuS2,3.6010000000000004
RuSe2,3.6573333333333338
RuTe2,4.304333333333333
S2Sb,3.357333333333333
S2Sb2,4.067333333333333
S2Sb2Se,4.771
S2Sb2Te,4.885
S2Si,3.706
S2Si2,2.7065
S3Sb2,4.709
S4Sb2,2.742
S8Si4,1.575
SSb2Se2,4.698
SSb2Te2,4.722
Sb2,2.729
Sb2Se2,3.533333333333333
Sb2Se2Te,4.865
Sb2Se3,4.763
Sb2Se4,2.518
Sb2SeTe2,4.78
Sb2Si6,2.156
Sb2Te2,3.7775
Sb2Te3,4.871
Sb2Te4,2.555
Sb4,3.546
SbSe2,3.4303333333333335
SbTe2,3.697333333333333
Sc2Br2,3.8070000000000004
Sc2Br2N2,4.02
Sc2Br2O2,3.893
Sc2Br2S2,3.503
Sc2Br2Se2,3.483
Sc2Br4,3.257
Sc2Br6,2.6029999999999998
Sc2C,3.582
Sc2CCl2,2.683
Sc2CF2,3.807
Sc2CH2O2,2.562
Sc2CO2,4.133
Sc2Cl2,3.5509999999999997
Sc2Cl2H2,2.487
Sc2Cl2N,2.812
Sc2Cl2N2,4.098
Sc2Cl2O2,3.78
Sc2Cl2S2,3.412
Sc2Cl2Se2,3.393
Sc2Cl4,3.292
Sc2Cl6,2.6035
Sc2F2,2.9995000000000003
Sc2F2N,4.114
Sc2H2NO2,3.488
Sc2I2,4.232
Sc2I2N2,4.366
Sc2I2O2,4.348
Sc2I2S2,3.859
Sc2I2Se2,3.823
Sc2I6,2.976
Sc2N,3.931
Sc2NO2,4.145
Sc2O13Te5,1.46
Sc2O2,2.434
Sc2P2S6,3.444
Sc2P2S8,1.896
Sc2P2Se6,3.544
Sc2P2Te6,3.859
Sc2S2,3.1394
Sc2S4,3.122
Sc2S6,4.647
Sc2Se2,3.3756
Sc2Se6,4.883
Sc2Te2,3.5172
Sc2Te4,2.055
Sc2Te6,5.051
Sc3C2,4.394
Sc3C2F2,4.876
Sc3C2H2O2,3.185
Sc3C2O2,4.452
Sc3F2N2,5.202
Sc3H2N2O2,4.166
Sc3N2,4.961
Sc3N2O2,5.291
Sc4C3,4.552
Sc4C3F2,5.542
Sc4C3H2O2,3.746
Sc4C3O2,6.01
Sc4F2N3,5.966
Sc4H2N3O2,5.053
Sc4I4O4,2.705
Sc4N3,5.928
Sc4N3O2,6.329
Sc4S6,1.643
ScBr2,3.1046666666666667
ScCl2,3.1443333333333334
ScF2,2.452
ScH2,1.937
ScH2O2,2.737
ScI2,3.3193333333333332
ScO2,2.633
ScS2,3.014666666666667
ScSe2,3.161
ScTe2,3.7783333333333338
Se2Si,3.756
Se2Si2,2.7560000000000002
Si2,2.069
Si2Te2,3.0165
SiTe2,3.943
Sn2,2.136
Sn2Br2,3.8445
Sn2Br2N2,4.041
Sn2Br2O2,4.026
Sn2Br2S2,3.549
Sn2Br2Se2,3.551
Sn2C2H6O6P2,1.415
Sn2Cl2,3.8015
Sn2Cl2N2,3.962
Sn2Cl2O2,3.723
Sn2Cl2S2,3.504
Sn2Cl2Se2,3.506
Sn2F2,2.465
Sn2F2O6P2,1.651
Sn2H2,1.973
Sn2H2O6P2,1.377
Sn2I2,4.1855
Sn2I2N2,4.48
Sn2I2O2,4.519
Sn2I2S2,3.827
Sn2I2Se2,3.82
Sn2O2,1.3473333333333333
Sn2O6P2,1.407
Sn2O8S2,1.24
Sn2P2S6,3.362
Sn2P2Se6,3.419
Sn2P2Te6,3.547
Sn2PS6,1.978
Sn2S2,2.724
Sn2Se2,2.7855
Sn2Se4,2.703
Sn2Te2,2.9284999999999997
Sn2Te4,2.841
Sn6As2,2.091
Sn6N2,2.122
Sn6P2,2.069
Sn6Sb2,2.124
SnBr2,2.5696666666666665
SnCl2,2.518666666666667
SnF2,1.549
SnF4,2.238
SnH2O2,1.568
SnI2,2.908333333333333
SnO,2.605
SnO2,3.1166666666666667
SnS,2.678
SnS2,3.4250000000000003
SnSe,2.655
SnSe2,3.4263333333333335
SnTe,2.636
SnTe2,3.589666666666666
Sr2Br2,1.75
Sr2Br2H2,2.104
Sr2C,2.452
Sr2Cl4O8,1.51
Sr2F2,2.001
Sr2F2I2,2.493
Sr2H8O6,1.204
Sr2I2,2.687
Sr2N,3.564
Sr2O12P4,1.541
SrBr2,2.4443333333333332
SrCl2,2.394
SrF2,1.377
SrF2O2,2.276
SrH2O2,1.528
SrH2S2,1.913
SrI2,2.7456666666666667
SrSe2,3.808
SrTa2O7,3.046
SrTe2,4.082
Ta2BO2,5.519
Ta2BS2,6.225
Ta2BSe2,6.354
Ta2Br2,4.763
Ta2Br2N2,4.195
Ta2Br2O2,4.467
Ta2Br2S2,4.416
Ta2Br2Se2,4.436
Ta2Br4,3.834
Ta2Br6,3.4655
Ta2C,5.125
Ta2CF2,5.047
Ta2CH2O2,4.645
Ta2CO2,5.65
Ta2CS2,6.438
Ta2CSe2,6.601
Ta2Cl2,4.849
Ta2Cl2N2,4.171
Ta2Cl2O2,4.524
Ta2Cl2S2,4.351
Ta2Cl2Se2,4.374
Ta2Cl6,3.573
Ta2F2,4.359999999999999
Ta2F2N,6.116
Ta2H2NO2,5.201
Ta2I2,5.398
Ta2I2N2,4.627
Ta2I2O2,4.831
Ta2I2S2,4.79
Ta2I2Se2,4.775
Ta2I4,4.276
Ta2I4O2,2.103
Ta2I6,3.747
Ta2N,5.137
Ta2NO2,5.718
Ta2NS2,6.359
Ta2NSe2,6.48
Ta2O2,3.7543333333333333
Ta2O4,3.589
Ta2O6,5.165
Ta2P2S6,3.728
Ta2P2Se6,3.907
Ta2P2Te6,4.018
Ta2S2,4.6958
Ta2S6,5.575
Ta2Se2,4.906000000000001
Ta2Se6,5.55
Ta2Te2,4.929
Ta2Te4,2.635
Ta2Te6,5.631
Ta3C2,6.837
Ta3C2F2,6.651
Ta3C2H2O2,5.887
Ta3C2O2,7.237
Ta3F2N2,7.675
Ta3H2N2O2,6.458
Ta3I7Se,2.126
Ta3I7Te,2.128
Ta3N2,7.656
Ta3N2O2,7.638
Ta4C3,8.173
Ta4C3F2,7.859
Ta4C3H2O2,6.792
Ta4C3O2,8.472
Ta4F2N3,7.789
Ta4H2N3O2,7.213
Ta4N3,8.633
Ta4N3O2,8.639
Ta4O8,3.315
Ta4Se12,2.754
Ta4Se2,3.947
Ta4Te6,2.617
Ta6Si2Te12,2.519
TaAs2,5.0065
TaAsSb,4.687
TaBr2,4.240666666666667
TaBrCl,4.4305
TaBrI,4.5955
TaCl2,4.353666666666666
TaClI,4.6055
TaF2,3.669
TaH2,2.832
TaI2,4.472666666666666
TaO2,3.1993333333333336
TaS2,3.8046666666666664
TaSSe,4.1434999999999995
TaSTe,4.2905
TaSb2,5.862500000000001
TaSe2,3.880333333333333
TaSeTe,4.3385
TaTe2,4.028
Te2,1.1925
Ti2BO2,4.877
Ti2BS2,5.489
Ti2BSe2,5.978
Ti2Br2,3.4715
Ti2Br2N2,4.021
Ti2Br2O2,3.876
Ti2Br2S2,3.85
Ti2Br2Se2,3.837
Ti2Br6,2.205
Ti2CF2,4.525
Ti2CH2O2,3.608
Ti2CO2,4.799
Ti2CS2,5.781
Ti2CSe2,6.051
Ti2Cl2,3.378
Ti2Cl2N2,3.943
Ti2Cl2O2,3.822
Ti2Cl2S2,3.782
Ti2Cl2Se2,3.773
Ti2Cl4,3.664
Ti2Cl6,2.919
Ti2F2,3.7264999999999997
Ti2F2N,4.571
Ti2H2NO2,3.92
Ti2I2,3.96
Ti2I2N2,4.467
Ti2I2O2,4.277
Ti2I2S2,4.227
Ti2I2Se2,4.204
Ti2I4,4.018
Ti2I6,3.164
Ti2N,4.277
Ti2NO2,5.011
Ti2NS2,5.888
Ti2NSe2,6.102
Ti2O2,2.8976666666666664
Ti2O4,3.131
Ti2O6,4.408
Ti2P2S6,3.874
Ti2P2Se6,3.852
Ti2P2Te6,3.967
Ti2PTe2,3.257
Ti2S2,3.7736000000000005
Ti2S6,4.85
Ti2Se2,3.8893999999999997
Ti2Se6,5.03
Ti2Te2,4.2018
Ti2Te6,5.272
Ti2Zr2S8,3.861
Ti2Zr2Se8,3.961
Ti2Zr2Te8,4.13
Ti3B2F2O2,5.495
Ti3B2F2S2,6.282
Ti3B2F2Se2,6.141
Ti3B2H2O2,3.804
Ti3B2H2S2,4.361
Ti3B2H2Se2,4.649
Ti3C2,5.157
Ti3C2F2,5.715
Ti3C2H2O2,4.601
Ti3C2H2S2,4.889
Ti3C2H2Se2,5.225
Ti3C2O2,6.171
Ti3F2N2,6.072
Ti3H2N2O2,5.169
Ti3H2N2S2,5.736
Ti3H2N2Se2,6.451
Ti3N2,5.784
Ti3N2O2,6.485
Ti3ZrS8,3.868
Ti3ZrSe8,3.972
Ti3ZrTe8,4.138
Ti4Br4O4,3.437
Ti4Br4S4,3.629
Ti4Br4Se4,3.733
Ti4C3,6.168
Ti4C3F2,6.635
Ti4C3H2O2,5.295
Ti4C3O2,7.16
Ti4Cl4O4,3.45
Ti4Cl4S4,3.723
Ti4Cl4Se4,3.818
Ti4F2N3,7.042
Ti4H2N3O2,5.899
Ti4I4O4,3.76
Ti4I4S4,3.783
Ti4I4Se4,3.856
Ti4N3,7.06
Ti4N3O2,7.615
Ti4O8,2.166
TiAs2,5.2985
TiAsSb,4.8774999999999995
TiBr2,3.264666666666667
TiBrCl,3.5694999999999997
TiBrI,3.557
TiCl2,3.4919999999999995
TiClI,3.5575
TiF2,3.174
TiH2,2.304
TiH2O2,2.861
TiI2,3.5243333333333333
TiO2,2.958
TiS2,3.424
TiSSe,3.7
TiSTe,3.8465
TiSb2,5.5865
TiSe2,3.5276666666666667
TiSeTe,3.9215
TiTe2,3.6956666666666664
TiZr3S8,3.893
TiZr3Se8,3.979
TiZr3Te8,4.131
Tl2Br2,1.812
Tl2Br2N2,4.058
Tl2Br2O2,3.795
Tl2Br4,2.71
Tl2Br6,2.582
Tl2Cl2,1.764
Tl2Cl2N2,4.007
Tl2Cl2O2,3.73
Tl2Cl4,2.593
Tl2Cl6,2.5835
Tl2I2,2.0300000000000002
Tl2I2N2,4.404
Tl2I2O2,4.168
Tl2I2S2,3.96
Tl2I6,2.92
Tl2O2,3.0175
Tl2O6Sb2,1.648
Tl2P2S6,3.359
Tl2P2Se6,3.41
Tl2P2Te6,3.527
Tl2S2,3.652
Tl2S4,2.223
Tl2Se2,3.25975
Tl2Se4,2.377
Tl2Te2,3.26325
Tl2Te4,2.77
TlBr2,2.5420000000000003
TlCl2,2.4903333333333335
TlF2,1.751
TlH2O2,1.626
TlI2,2.891666666666667
TlS2,2.999
TlSe2,3.068
TlTe2,3.159
V2BO2,5.001
V2BS2,5.765
V2BSe2,5.92
V2Br2,3.507
V2Br2N2,3.938
V2Br2O2,2.304
V2Br2Se2,3.719
V2Br6,2.6399999999999997
V2C,3.986
V2CF2,4.581
V2CH2O2,3.516
V2CO2,5.113
V2CS2,5.962
V2CSe2,6.138
V2Cl2,3.412
V2Cl2N2,3.87
V2Cl2O2,2.272
V2Cl2Se2,3.687
V2Cl4,3.715
V2Cl6,2.6710000000000003
V2F2,3.8485000000000005
V2F2O7Te2,1.525
V2F8,1.28
V2H2NO2,3.638
V2H2O5,1.272
V2H4O10Se2,1.176
V2I2,4.013999999999999
V2I2N2,4.457
V2I2Se2,4.006
V2I6,3.0460000000000003
V2N,4.155
V2NS2,5.947
V2NSe2,6.15
V2O10P2,1.341
V2O2,2.7590000000000003
V2O4,3.14
V2O5,1.571
V2O6,4.553
V2P2S6,2.106
V2S2,3.9058
V2S4,2.139
V2S6,5.124
V2Se2,3.9956000000000005
V2Se4,2.181
V2Se6,5.328
V2Te2,4.2024
V2Te4,2.284
V2Te6,5.222
V3B2F2S2,6.599
V3B2F2Se2,7.2
V3B2H2O2,4.154
V3B2H2S2,4.589
V3B2H2Se2,4.88
V3C2,5.327
V3C2F2,6.024
V3C2F2Se2,8.439
V3C2H2O2,4.403
V3C2H2S2,5.33
V3C2H2Se2,6.131
V3C2O2,6.506
V3F2N2,6.578
V3H2N2O2,5.277
V3H2N2S2,5.78
V3N2,6.143
V3N2O2,6.595
V3Te6,2.376
V4C3,6.571
V4C3F2,7.147
V4C3H2O2,5.307
V4C3O2,7.707
V4F12O4,1.439
V4F2N3,7.083
V4H2N3O2,5.502
V4N3,7.023
V4N3O2,7.742
V4O10,1.6219999999999999
V4O8,2.136
VAs2,5.0655
VAsSb,4.5065
VBr2,3.0986666666666665
VBr2O,1.676
VBrCl,3.2359999999999998
VBrI,3.2635
VC4FH4O6,1.173
VCl2,3.174666666666667
VCl2O,1.6275
VClI,3.418
VF2,3.296
VH2,2.38
VI2,3.2786666666666666
VO2,2.999
VS2,3.5733333333333337
VSSe,3.902
VSTe,3.9755
VSb2,5.3735
VSe2,3.656333333333333
VSeTe,4.0809999999999995
VTe2,3.804
W2BO2,5.964
W2BS2,6.54
W2BSe2,6.68
W2Br2,5.268000000000001
W2Br2N2,4.667
W2Br2O2,4.734
W2Br2S2,4.801
W2Br2Se2,4.755
W2Br6,3.691
W2C,5.852
W2CF2,6.341
W2CH2O2,5.238
W2CO2,5.769
W2CS2,6.527
W2CSe2,6.567
W2Cl2,5.2735
W2Cl2N2,4.617
W2Cl2O2,4.687
W2Cl2S2,4.804
W2Cl2Se2,4.768
W2Cl4,4.575
W2Cl4O4,1.748
W2Cl6,3.8375000000000004
W2F2,4.5825
W2F2N,6.576
W2H2NO2,5.658
W2H4O8,1.188
W2H6,2.39
W2H8,2.309
W2I2,5.6965
W2I2N2,5.096
W2I2O2,5.172
W2I2S2,4.349
W2I2Se2,5.161
W2I6,3.6475
W2N,6.299
W2N3,3.835
W2NO2,6.884
W2NS2,6.292
W2NSe2,6.439
W2O12Sb4,2.861
W2O2,4.392333333333333
W2O4,3.96
W2P2S6,3.944
W2P2Se6,3.95
W2P2Te6,4.09
W2S2,5.082
W2S4,3.431
W2S6,5.819
W2Se2,5.1476
W2Se4,3.4800000000000004
W2Te2,4.9098
W2Te4,3.7595
W2Te6,5.272
W3C2,7.777
W3C2F2,8.047
W3C2H2O2,6.382
W3C2O2,8.121
W3F2N2,8.349
W3H2N2O2,7.36
W3N2,8.544
W3N2O2,9.007
W4C3,8.948
W4C3F2,8.418
W4C3H2O2,6.686
W4C3O2,8.956
W4F2N3,7.846
W4H2N3O2,6.646
W4N3,8.489
W4N3O2,8.426
WAs2,5.327999999999999
WAsSb,5.2785
WBr2,4.344666666666667
WBrCl,4.5695
WBrI,4.734999999999999
WCl2,4.492
WClI,4.779999999999999
WF2,3.806
WH2,3.024
WI2,4.562
WO2,3.454333333333333
WOS,4.393
WOSe,4.479
WOTe,4.65
WS2,4.138999999999999
WSSe,4.545999999999999
WSTe,4.7265
WSb2,5.7505
WSe2,4.232
WSeTe,4.755
WTe2,4.351666666666667
Y2Br2,3.041
Y2Br4,3.397
Y2Br6,2.5614999999999997
Y2C,4.043
Y2CF2,3.851
Y2CH2O2,2.79
Y2CO2,4.028
Y2Cl2,2.7474999999999996
Y2Cl2O2,2.853
Y2Cl2O4,1.87
Y2Cl4,3.407
Y2Cl6,2.5605
Y2F2,2.383
Y2F2N,4.254
Y2H2NO2,3.718
Y2I2,3.102
Y2I4,3.715
Y2I6,2.8655
Y2N,4.356
Y2NO2,4.172
Y2Te6,3.791
Y3C2,4.921
Y3C2F2,4.946
Y3C2H2O2,3.589
Y3C2O2,4.455
Y3F2N2,5.282
Y3H2N2O2,4.44
Y3N2,5.679
Y3N2O2,5.354
Y4C3,5.2
Y4C3F2,5.575
Y4C3H2O2,4.063
Y4C3O2,6.009
Y4F2N3,6.05
Y4H2N3O2,5.35
Y4N3,6.739
Y4N3O2,6.317
YBr2,3.3136666666666668
YCl2,3.3313333333333333
YF2,2.508
YI2,3.5863333333333336
YS2,2.372
YSe2,2.874
YTe2,3.148
Zn2As4O8,2.161
Zn2Br2,3.549
Zn2Cl2,3.558
Zn2Cl4O6Sb4,2.385
Zn2F2,2.8609999999999998
Zn2Ge2O6,1.54
Zn2H4O8Se2,1.57
Zn2H8N4Te2,1.072
Zn2I2,3.607
Zn2O6Si2,1.52
Zn2P2S6,3.616
Zn2P2Se6,3.676
Zn2P2Te6,3.818
Zn2S2,2.6025
Zn2S4,2.256
Zn2Se2,2.334
Zn2Se4,2.418
Zn2Te2,2.849
Zn2Te4,2.494
Zn4Br4O4,1.533
Zn4Cl4O4,1.521
ZnB2C8N8,1.404
ZnBr2,2.8053333333333335
ZnC4N6,0.574
ZnCl2,2.837666666666667
ZnF2,1.696
ZnH2O2,1.449
ZnI2,3.1373333333333338
ZnS2,3.745
ZnSe2,3.803
ZnTe2,3.829
Zr2BO2,4.933
Zr2BS2,5.692
Zr2BSe2,5.947
Zr2Br2,3.19225
Zr2Br2N2,3.713
Zr2Br2O2,3.989
Zr2Br2S2,3.968
Zr2Br2Se2,3.989
Zr2Br4,3.766
Zr2Br6,3.106
Zr2CF2,4.698
Zr2CH2O2,4.004
Zr2CO2,4.867
Zr2CS2,5.938
Zr2CSe2,6.229
Zr2Cl2,3.1685
Zr2Cl2N2,3.6345
Zr2Cl2O2,3.969
Zr2Cl2S2,3.902
Zr2Cl2Se2,3.92
Zr2Cl4,3.824
Zr2Cl6,3.1365
Zr2F2,3.9539999999999997
Zr2F2N,4.764
Zr2Ge2Te8,2.286
Zr2H2NO2,4.37
Zr2I2,3.899
Zr2I2N2,4.0695
Zr2I2O2,4.319
Zr2I2S2,4.313
Zr2I2Se2,4.306
Zr2I4,4.107
Zr2I6,3.425
Zr2N,4.797
Zr2NO2,5.178
Zr2NS2,6.114
Zr2NSe2,6.302
Zr2O2,3.142666666666667
Zr2O6,4.641
Zr2P2S6,3.409
Zr2P2Se6,3.577
Zr2P2Te6,3.808
Zr2PTe2,3.342
Zr2S2,3.9908
Zr2S6,4.91
Zr2Se2,4.1406
Zr2Se6,5.061
Zr2Si2Te2,3.456
Zr2Te10,2.101
Zr2Te2,4.3198
Zr2Te6,5.312
Zr3B2F2O2,5.932
Zr3B2F2S2,5.171
Zr3B2F2Se2,7.061
Zr3B2H2O2,4.165
Zr3B2H2S2,4.974
Zr3B2H2Se2,4.986
Zr3C2,5.778
Zr3C2F2,5.815
Zr3C2F2O2,5.272
Zr3C2F2S2,7.575
Zr3C2F2Se2,8.131
Zr3C2H2O2,5.049
Zr3C2H2S2,5.32
Zr3C2H2Se2,5.64
Zr3C2O2,6.267
Zr3F2N2,6.445
Zr3F2N2O2,6.983
Zr3H2N2O2,5.708
Zr3H2N2S2,6.273
Zr3H2N2Se2,6.625
Zr3N2,6.497
Zr3N2O2,6.624
Zr4Br4O4,3.517
Zr4Br4S4,3.73
Zr4Br4Se4,3.834
Zr4C3,6.809
Zr4C3F2,6.715
Zr4C3H2O2,5.836
Zr4C3O2,7.226
Zr4Cl4O4,3.526
Zr4Cl4S4,3.815
Zr4Cl4Se4,3.912
Zr4F2N3,7.269
Zr4H2N3O2,6.554
Zr4I4O4,3.802
Zr4I4S4,3.865
Zr4I4Se4,3.945
Zr4N3,7.706
Zr4N3O2,7.792
ZrAs2,4.656
ZrAsSb,4.348000000000001
ZrBr2,3.8409999999999997
ZrBrCl,3.9370000000000003
ZrBrI,4.1185
ZrCl2,3.929
ZrClI,4.118
ZrF2,3.373
ZrH2,2.511
ZrH2O2,2.485
ZrH2O6P2,1.193
ZrI2,4.020333333333333
ZrO2,3.0090000000000003
ZrS2,3.451
ZrSSe,3.7325
ZrSTe,3.867
ZrSb2,5.9045000000000005
ZrSe2,3.546333333333333
ZrSeTe,3.931
ZrTe2,3.685
